file,lines,sha16,first_line,last_line,hit_wf_mstr,hit_glt_det,hit_insert_log,hit_MessageBox.Show,hit_TODO
Sumplas Solution/Sumplas.Project/Module/Financial/Cash Management/Print Out/XRCashInPrint.designer.vb,830,34e3c97b51f80340,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Cash Management/Print Out/XRCashInPrint.resx,303,2f798144e30c4f5b,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Cash Management/Print Out/XRCashInPrint.vb,108,e5c11165a86a85bc,Imports master_new.ModFunction,End Class,0,0,1,4,0
Sumplas Solution/Sumplas.Project/Module/Financial/Cash Management/Print Out/XRCashOutPrint.designer.vb,830,02d35dc0d53031d4,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Cash Management/Print Out/XRCashOutPrint.resx,303,8fccb549e35a7621,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Cash Management/Print Out/XRCashOutPrint.vb,108,fc22ccd88725b672,Imports master_new.ModFunction,End Class,0,0,1,4,0
Sumplas Solution/Sumplas.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRealizationPrint.designer.vb,986,1ac1a78b5241efe1,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRealizationPrint.resx,354,a051bfdc810f530b,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRealizationPrint.vb,287,df4e33846c64d1af,Imports master_new.PGSqlConn,End Class,0,0,1,4,0
Sumplas Solution/Sumplas.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRealizationPrintPng.designer.vb,508,3b33f244a3bf1f78,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRealizationPrintPng.resx,234,9086b685e4066596,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRealizationPrintPng.vb,219,e86ca7bd9e8f869c,Imports master_new.PGSqlConn,End Class,1,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRequestPrint.designer.vb,809,a32380a3fe4548c3,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRequestPrint.resx,330,935341eec5f71283,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
