file,lines,sha16,first_line,last_line,hit_wf_mstr,hit_glt_det,hit_insert_log,hit_MessageBox.Show,hit_TODO
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/FFakturPajakPrint.Designer.vb,458,067c29a408a2f9e8,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/FFakturPajakPrint.resx,126,f556f382999c1bee,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/FFakturPajakPrint.vb,217,24084abbc4d792d6,﻿Public Class FFakturPajakPrint,End Class,0,0,0,3,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/FFakturPajakReport.designer.vb,194,4d7b32501c7d53d4,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/FFakturPajakReport.resx,123,363d169a6c143592,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/FFakturPajakReport.vb,160,04766df045d2e234,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/FFakturPajak_v1.designer.vb,686,aacee66814affe30,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/FFakturPajak_v1.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/FFakturPajak_v1.vb,1593,30bd35ec9e039aac,﻿Imports Devart.Data.PostgreSql,End Class,0,0,3,43,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/XRFakturPajakFormPlain.designer.vb,3053,7fa04ddda1f2df7b,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/XRFakturPajakFormPlain.resx,789,2b3643d11617bb59,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/XRFakturPajakFormPlain.vb,251,8f4449a2b7fe47c5,,End Class,0,0,0,1,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/XRFakturPajakFormPlainIDR.designer.vb,2696,37d09c833c4e03af,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/XRFakturPajakFormPlainIDR.resx,732,1e0dbb67e42035ad,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/XRFakturPajakFormPlainIDR.vb,197,13482ef15e22e962,,End Class,0,0,0,1,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/ds_ti.Designer.vb,3597,abb98419ee177597,﻿'------------------------------------------------------------------------------,End Namespace,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/ds_ti.xsd,475,df3fd7215f6a584e,"﻿<?xml version=""1.0"" encoding=""utf-8""?>",</xs:schema>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/Control File/FControlFileManufacture.designer.vb,1362,7cab663dd5122a8b,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/Control File/FControlFileManufacture.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/Control File/FControlFileManufacture.vb,3042,522ec753098b512a,﻿Imports master_new.PGSqlConn,End Class,0,0,33,94,0
SFI Solution/SFI.Project/Module/Manufacture/FMaterialUsageStandar.designer.vb,760,a3c2fe8be2df0ffb,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/FMaterialUsageStandar.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/FMaterialUsageStandar.vb,1169,6612a67d8ac237d2,﻿Imports Devart.Data.PostgreSql,End Class,0,0,4,24,0
SFI Solution/SFI.Project/Module/Manufacture/FUpdateCOGSWIPWOReceipt.designer.vb,206,582fd6c055bceaee,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/FUpdateCOGSWIPWOReceipt.resx,129,86b0d583c00fc960,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/FUpdateCOGSWIPWOReceipt.vb,375,8518d3dfd4f41e8d,﻿Imports Devart.Data.PostgreSql,,0,0,0,6,0
SFI Solution/SFI.Project/Module/Manufacture/FUpdateCOGSWOIssues.designer.vb,207,c925dcf6fc7f2b1d,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/FUpdateCOGSWOIssues.resx,129,86b0d583c00fc960,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/FUpdateCOGSWOIssues.vb,327,466a24e68d14512d,﻿Imports Devart.Data.PostgreSql,,0,0,0,6,0
SFI Solution/SFI.Project/Module/Manufacture/FUpdateCOGSWOReceipt.designer.vb,206,b37c49a14d2eb658,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/FUpdateCOGSWOReceipt.resx,129,86b0d583c00fc960,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/FUpdateCOGSWOReceipt.vb,175,1f89f72ba6a6345a,﻿Imports Devart.Data.PostgreSql,,0,0,0,5,0
SFI Solution/SFI.Project/Module/Manufacture/FWIPInventoryIssues.designer.vb,973,1601689bebc739e0,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/FWIPInventoryIssues.resx,132,9f5ec3d5d62a83b1,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/FWIPInventoryIssues.vb,2367,3207246992c17af0,﻿Imports Devart.Data.PostgreSql,End Class,0,10,2,39,0
SFI Solution/SFI.Project/Module/Manufacture/FWIPInventoryReceipts.designer.vb,951,f92706945bbcfe46,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/FWIPInventoryReceipts.resx,129,2514c8f50c975d4a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/FWIPInventoryReceipts.vb,2561,eee35cbca7fd07d0,﻿Imports Devart.Data.PostgreSql,,0,15,2,39,0
SFI Solution/SFI.Project/Module/Manufacture/FWIPReturn.designer.vb,833,3cc2ed5598846ec5,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/FWIPReturn.resx,129,2514c8f50c975d4a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/FWIPReturn.vb,2612,56006578a2aa8e19,﻿Imports master_new.PGSqlConn,End Class,0,24,3,34,0
SFI Solution/SFI.Project/Module/Manufacture/FWOLaborFeedbackAll.designer.vb,1069,14fc87004a742cfc,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Manufacture/FWOLaborFeedbackAll.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
